Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Stab2	ENSMUST00000035288.9	stabilin 2 	279	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.22	-0.22	0.65	2005, 2007, 2009, 2011
Il6ra	ENSMUST00000029559.6	interleukin 6 receptor, alpha 	403	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.23	0.94	
Dnal1	ENSMUST00000123491.2	dynein, axonemal, light chain 1 	52	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.22	-0.33	0.92	2009, 2011
Tmtc3	ENSMUST00000058154.9	transmembrane and tetratricopeptide repeat containing 3 	5	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.22	-0.22	0.59	2007, 2009, 2011
Slc6a5	ENSMUST00000056442.6	solute carrier family 6 (neurotransmitter transporter, glycine), member 5 	6	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.22	0.98	2009
Rab8b	ENSMUST00000041139.7	RAB8B, member RAS oncogene family 	85	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.22	-0.34	0.93	2007, 2009, 2011
Tmx4	ENSMUST00000038228.5	thioredoxin-related transmembrane protein 4 	513	1	0	0	1	1	0	1	0	1	mmu-let-7d-5p	-0.22	-0.32	0.56	2009, 2011
Dtx4	ENSMUST00000045521.7	deltex 4 homolog (Drosophila) 	449	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.30	0.95	2007, 2009, 2011
Fam43a	ENSMUST00000059078.3	family with sequence similarity 43, member A 	703	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.22	0.79	2007, 2009, 2011
Sbk1	ENSMUST00000056028.9	SH3-binding kinase 1 	55	1	0	0	1	1	0	1	0	0	mmu-let-7g-5p	-0.22	-0.32	0.94	2007, 2009, 2011
Mapk9	ENSMUST00000109179.3	mitogen-activated protein kinase 9 	1683	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.25	0.90	2009, 2011
Cnot2	ENSMUST00000168036.2	CCR4-NOT transcription complex, subunit 2 	3267	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.38	0.94	2007, 2009, 2011
Adcy9	ENSMUST00000117801.2	adenylate cyclase 9 	694	1	0	0	1	1	0	0	1	1	mmu-let-7d-5p	-0.22	-0.23	0.92	2005, 2007
Grik2	ENSMUST00000105487.2	glutamate receptor, ionotropic, kainate 2 (beta 2) 	17	1	0	0	1	2	0	1	1	1	mmu-let-7d-5p	-0.22	-0.31	0.92	2005, 2007, 2009, 2011
Mvb12b	ENSMUST00000041555.4	multivesicular body subunit 12B 	501	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.22	0.54	2007, 2009, 2011
Rrp1b	ENSMUST00000081339.7	ribosomal RNA processing 1 homolog B (S. cerevisiae) 	225	1	0	1	0	1	1	0	0	0	mmu-let-7g-5p	-0.22	-0.42	0.59	2007, 2011
Mbtps2	ENSMUST00000058098.9	membrane-bound transcription factor peptidase, site 2 	1034	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.22	-0.22	0.52	2009, 2011
Map3k2	ENSMUST00000096575.3	mitogen-activated protein kinase kinase kinase 2 	1249	1	0	1	0	1	0	0	1	1	mmu-let-7d-5p	-0.22	-0.23	0.42	2009, 2011
Mycl	ENSMUST00000106252.3	v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian) 	114	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.21	-0.21	0.68	2007, 2009, 2011
Txlna	ENSMUST00000046425.10	taxilin alpha 	1256	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.21	-0.29	0.94	2005, 2007, 2009, 2011
Kcnj3	ENSMUST00000112632.1	potassium inwardly-rectifying channel, subfamily J, member 3 	181	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.21	-0.30	0.78	
Hipk2	ENSMUST00000161779.2	homeodomain interacting protein kinase 2 	4649	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.21	-0.22	0.94	
Syt2	ENSMUST00000121990.1	synaptotagmin II 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.94	2007, 2009, 2011
Btbd3	ENSMUST00000091556.6	BTB (POZ) domain containing 3 	72	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.21	-0.23	0.89	2005, 2007, 2009, 2011
Ick	ENSMUST00000044551.7	intestinal cell kinase 	459	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.42	0.91	2005, 2007, 2011
Crtap	ENSMUST00000084881.4	cartilage associated protein 	18	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.80	2005, 2007, 2009, 2011
Fsd1l	ENSMUST00000132151.2	fibronectin type III and SPRY domain containing 1-like 	162	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	-0.21	-0.28	0.80	2011
Caskin1	ENSMUST00000024958.7	CASK interacting protein 1 	6	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.21	-0.21	0.83	2005, 2007, 2009, 2011
Rnf5	ENSMUST00000015622.7	ring finger protein 5 	220	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.21	-0.43	0.22	2005, 2007, 2009, 2011
Trank1	ENSMUST00000078626.3	tetratricopeptide repeat and ankyrin repeat containing 1 	12	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.94	2011
Hk2	ENSMUST00000000642.5	hexokinase 2 	102	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.21	-0.26	0.92	2005, 2007, 2009, 2011
Arhgap20	ENSMUST00000065496.6	Rho GTPase activating protein 20 	209	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.21	-0.32	0.91	2005, 2007, 2009, 2011
Numbl	ENSMUST00000079258.6	numb-like 	371	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.94	2005, 2007, 2009, 2011
Cacna1d	ENSMUST00000112249.2	calcium channel, voltage-dependent, L type, alpha 1D subunit 	66	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.94	2005, 2007, 2009, 2011
Fam160b2	ENSMUST00000022690.9	family with sequence similarity 160, member B2 	1490	1	0	0	1	1	1	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.92	2007, 2011
Atxn1l	ENSMUST00000093162.3	ataxin 1-like 	808	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.21	-0.21	0.91	2009, 2011
Lbh	ENSMUST00000024857.7	limb-bud and heart 	1999	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.26	0.94	2005, 2007, 2009, 2011
Fam189a1	ENSMUST00000119118.2	family with sequence similarity 189, member A1 	11	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.21	0.94	2009, 2011
Usp49	ENSMUST00000024779.9	ubiquitin specific peptidase 49 	128	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.21	-0.24	0.92	2009, 2011
Pou2f1	ENSMUST00000111429.5	POU domain, class 2, transcription factor 1 	18	2	0	0	2	0	0	0	0	3	mmu-let-7d-5p	-0.21	-0.47	0.98	
Ulk2	ENSMUST00000004920.3	unc-51 like kinase 2 	2264	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.21	-0.38	0.96	2005, 2007, 2009, 2011
Zfp740	ENSMUST00000119800.2	zinc finger protein 740 	857	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.21	-0.21	0.85	2009, 2011
Scrt2	ENSMUST00000064061.3	scratch homolog 2, zinc finger protein (Drosophila) 	5	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p	-0.20	-0.20	0.50	2005, 2007, 2011
Mob4	ENSMUST00000162364.2	MOB family member 4, phocein 	2413	1	0	0	1	0	0	0	0	0	mmu-let-7g-5p	-0.20	-0.36	0.94	2007, 2009, 2011
Dusp16	ENSMUST00000100857.4	dual specificity phosphatase 16 	227	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.23	0.93	2005, 2007, 2009, 2011
Ralgps1	ENSMUST00000042615.7	Ral GEF with PH domain and SH3 binding motif 1 	213	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.21	0.94	2005, 2007
AI846148	ENSMUST00000025924.2	expressed sequence AI846148 	22	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	-0.20	-0.20	0.95	2009, 2011
Sec14l1	ENSMUST00000090433.5	SEC14-like 1 (S. cerevisiae) 	2940	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.21	0.71	2005, 2007, 2009, 2011
Angptl2	ENSMUST00000004208.5	angiopoietin-like 2 	1314	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.25	0.94	2005, 2007, 2009, 2011
Adrb2	ENSMUST00000053640.3	adrenergic receptor, beta 2 	63	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.59	0.98	2005, 2007, 2009, 2011
Sestd1	ENSMUST00000102660.2	SEC14 and spectrin domains 1 	260	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.29	0.96	
Sgcd	ENSMUST00000077221.5	sarcoglycan, delta (dystrophin-associated glycoprotein) 	342	1	0	1	0	0	0	0	0	2	mmu-let-7a-5p	-0.20	-0.30	0.78	2005, 2007
Ythdf3	ENSMUST00000108345.3	YTH domain family 3 	4194	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.20	0.92	2005, 2007, 2009, 2011
Ppapdc2	ENSMUST00000045674.3	phosphatidic acid phosphatase type 2 domain containing 2 	189	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p	-0.20	-0.41	0.92	2007, 2009, 2011
Nol4l	ENSMUST00000035346.8	nucleolar protein 4-like 	84	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.25	0.86	2009, 2011
B3gat1	ENSMUST00000160899.2	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) 	10	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.20	-0.20	0.84	2007, 2009, 2011
Zswim4	ENSMUST00000039480.5	zinc finger SWIM-type containing 4 	247	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.21	0.79	2007, 2009, 2011
Zfp202	ENSMUST00000168832.1	zinc finger protein 202 	50	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.20	< 0.1	2009, 2011
Bsn	ENSMUST00000035208.8	bassoon 	9	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.20	-0.20	0.94	2007, 2009, 2011
Mef2d	ENSMUST00000119251.2	myocyte enhancer factor 2D 	1438	1	0	1	0	1	0	1	0	0	mmu-let-7k	-0.20	-0.28	0.71	2005, 2007
Plekhh1	ENSMUST00000039928.5	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 	415	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.20	0.36	2005, 2007, 2011
Cish	ENSMUST00000168260.1	cytokine inducible SH2-containing protein 	1467	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.20	-0.20	ORF	
Zbtb10	ENSMUST00000155203.1	zinc finger and BTB domain containing 10 	220	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.19	-0.40	0.82	2005, 2007, 2011
Pax3	ENSMUST00000087086.6	paired box 3 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.20	0.88	2005, 2007, 2011
Ppargc1a	ENSMUST00000132734.2	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha 	191	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.19	0.86	2005, 2007, 2009, 2011
Chd9	ENSMUST00000109614.3	chromodomain helicase DNA binding protein 9 	402	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.20	0.88	2005, 2007, 2009, 2011
Ubxn4	ENSMUST00000027592.4	UBX domain protein 4 	1168	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.24	0.66	2007, 2009, 2011
Atpaf1	ENSMUST00000176047.2	ATP synthase mitochondrial F1 complex assembly factor 1 	222	1	1	0	0	0	0	0	0	1	mmu-let-7f-5p	-0.19	-1.20	0.84	
Phf8	ENSMUST00000046950.7	PHD finger protein 8 	566	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p	-0.19	-0.19	0.87	2005, 2007, 2009, 2011
Scd2	ENSMUST00000026221.5	stearoyl-Coenzyme A desaturase 2 	25337	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p	-0.19	-0.19	0.95	2009, 2011
Sept11	ENSMUST00000074733.7	septin 11 	4345	1	0	0	1	1	0	0	1	3	mmu-let-7d-5p	-0.19	-0.39	0.74	2005, 2007, 2009, 2011
Spata2	ENSMUST00000057627.10	spermatogenesis associated 2 	52	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.19	-0.26	0.93	2005, 2007, 2009, 2011
Arl5b	ENSMUST00000069870.4	ADP-ribosylation factor-like 5B 	451	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.25	0.57	
Insr	ENSMUST00000091291.4	insulin receptor 	583	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	-0.19	-0.27	0.98	2007, 2009, 2011
Bahd1	ENSMUST00000036578.6	bromo adjacent homology domain containing 1 	147	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.19	0.69	2005, 2007, 2009, 2011
Wnt1	ENSMUST00000023734.7	wingless-related MMTV integration site 1 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.19	-0.19	0.24	2005, 2007, 2009, 2011
Pacs2	ENSMUST00000084891.4	phosphofurin acidic cluster sorting protein 2 	1957	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.19	-0.23	0.71	2009, 2011
Slc36a1	ENSMUST00000108872.3	solute carrier family 36 (proton/amino acid symporter), member 1 	541	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.19	-0.19	0.60	2005, 2007, 2009, 2011
Zbtb5	ENSMUST00000055028.8	zinc finger and BTB domain containing 5 	46	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.19	-0.31	0.89	2005, 2007, 2009, 2011
Crem	ENSMUST00000151311.2	cAMP responsive element modulator 	751	1	0	0	1	2	1	0	1	1	mmu-let-7d-5p	-0.19	-0.38	0.93	2007, 2009, 2011
Dock3	ENSMUST00000044532.5	dedicator of cyto-kinesis 3 	27	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.18	-0.18	0.93	2005, 2007, 2009, 2011
Prrg3	ENSMUST00000048790.6	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) 	304	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.19	0.54	2009, 2011
Phactr2	ENSMUST00000105545.5	phosphatase and actin regulator 2 	1395	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.18	-0.28	0.94	2011
Ppara	ENSMUST00000109422.2	peroxisome proliferator activated receptor alpha 	162	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.21	0.92	2007, 2009, 2011
Chrna7	ENSMUST00000032738.5	cholinergic receptor, nicotinic, alpha polypeptide 7 	29	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.32	0.82	
Eda	ENSMUST00000113776.2	ectodysplasin-A 	60	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.18	-0.18	0.81	2005, 2007, 2009, 2011
Impg2	ENSMUST00000069936.7	interphotoreceptor matrix proteoglycan 2 	10	1	1	0	0	0	0	0	0	0	mmu-let-7i-5p	-0.18	-0.29	0.72	2009, 2011
Gfod1	ENSMUST00000055341.5	glucose-fructose oxidoreductase domain containing 1 	124	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.18	-0.18	0.30	2007, 2009, 2011
Edem1	ENSMUST00000089162.3	ER degradation enhancer, mannosidase alpha-like 1 	2504	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	-0.18	-0.29	0.92	2005, 2007, 2009, 2011
Nkd1	ENSMUST00000034086.6	naked cuticle 1 homolog (Drosophila) 	487	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.18	-0.39	0.96	2005, 2007, 2011
Tenm2	ENSMUST00000102801.2	teneurin transmembrane protein 2 	17	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.18	0.65	2007, 2009, 2011
Csrnp3	ENSMUST00000122912.2	cysteine-serine-rich nuclear protein 3 	21	1	0	1	0	1	0	0	1	2	mmu-let-7d-5p	-0.18	-0.18	0.63	2011
Wdfy2	ENSMUST00000014691.8	WD repeat and FYVE domain containing 2 	1409	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.18	0.66	
Socs4	ENSMUST00000065562.4	suppressor of cytokine signaling 4 	945	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.18	-0.21	0.86	2005, 2007
Kif1b	ENSMUST00000030806.5	kinesin family member 1B 	200	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.19	0.82	2011
Nap1l1	ENSMUST00000171797.1	nucleosome assembly protein 1-like 1 	8799	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.18	-0.74	> 0.99	2005, 2007, 2009, 2011
Brwd3	ENSMUST00000150434.2	bromodomain and WD repeat domain containing 3 	489	1	0	1	0	0	0	0	0	2	mmu-let-7i-5p	-0.18	-0.19	0.95	
Abcg1	ENSMUST00000024829.6	ATP-binding cassette, sub-family G (WHITE), member 1 	84	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.18	-0.33	0.93	2009, 2011
Akap6	ENSMUST00000095737.3	A kinase (PRKA) anchor protein 6 	154	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.18	-0.18	0.95	2005, 2007, 2009, 2011
Dapk1	ENSMUST00000077453.6	death associated protein kinase 1 	470	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.18	-0.18	0.56	2007, 2009, 2011
Tet2	ENSMUST00000098603.3	tet methylcytosine dioxygenase 2 	429	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.17	-0.17	0.92	2009, 2011
Celf1	ENSMUST00000068726.7	CUGBP, Elav-like family member 1 	4386	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.17	0.74	
Ttl	ENSMUST00000035812.8	tubulin tyrosine ligase 	519	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.19	0.88	2005, 2007, 2011
Arhgef2	ENSMUST00000176500.2	rho/rac guanine nucleotide exchange factor (GEF) 2 	1011	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.19	< 0.1	2009, 2011
Eef2k	ENSMUST00000047875.9	eukaryotic elongation factor-2 kinase 	542	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.17	-0.45	0.95	2007
Pptc7	ENSMUST00000053426.9	PTC7 protein phosphatase homolog (S. cerevisiae) 	2044	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.18	0.86	2007, 2009, 2011
Mlxip	ENSMUST00000068237.6	MLX interacting protein 	256	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p	-0.17	-0.17	0.67	2007, 2009, 2011
Cep164	ENSMUST00000117194.2	centrosomal protein 164 	217	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.17	0.86	2007, 2009, 2011
Htr4	ENSMUST00000027560.6	5 hydroxytryptamine (serotonin) receptor 4 	7	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.17	< 0.1	2005, 2007, 2009, 2011
Zfp516	ENSMUST00000171238.2	zinc finger protein 516 	333	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.17	-0.26	0.95	2011
Ankfy1	ENSMUST00000155998.1	ankyrin repeat and FYVE domain containing 1 	1038	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.20	0.91	2005, 2007, 2009, 2011
Cd86	ENSMUST00000089620.5	CD86 antigen 	76	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.17	-0.32	0.62	2005, 2007, 2009, 2011
Frk	ENSMUST00000019913.8	fyn-related kinase 	258	1	0	0	1	1	1	0	0	1	mmu-let-7d-5p	-0.17	-0.40	0.85	2005, 2007, 2009, 2011
Zfp652	ENSMUST00000107717.2	zinc finger protein 652 	474	2	0	2	0	3	0	1	2	2	mmu-let-7a-5p	-0.17	-0.36	> 0.99	
Etnk1	ENSMUST00000032413.4	ethanolamine kinase 1 	4276	1	0	1	0	1	1	0	0	1	mmu-let-7d-5p	-0.17	-0.17	0.50	2007, 2011
Tspan5	ENSMUST00000029800.3	tetraspanin 5 	209	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.28	0.92	2009, 2011
Gabbr2	ENSMUST00000107749.2	gamma-aminobutyric acid (GABA) B receptor, 2 	21	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.17	0.70	
Prdm1	ENSMUST00000039174.5	PR domain containing 1, with ZNF domain 	54	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.17	-0.30	0.89	2005, 2007, 2009, 2011
Slc22a23	ENSMUST00000040336.6	solute carrier family 22, member 23 	792	1	1	0	0	2	0	2	0	0	mmu-let-7f-5p	-0.17	-0.33	0.95	2007, 2009, 2011
Dlgap1	ENSMUST00000133983.2	discs, large (Drosophila) homolog-associated protein 1 	8	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.16	-0.20	0.83	2009, 2011
Wapal	ENSMUST00000048263.8	wings apart-like homolog (Drosophila) 	4563	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.23	0.68	2007
Ercc4	ENSMUST00000023206.8	excision repair cross-complementing rodent repair deficiency, complementation group 4 	280	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.38	0.95	2011
Armc8	ENSMUST00000035043.6	armadillo repeat containing 8 	825	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.17	0.86	2007, 2009, 2011
Xkr7	ENSMUST00000037235.6	X Kell blood group precursor related family member 7 homolog 	13	1	1	0	0	0	0	0	0	1	mmu-let-7b-5p	-0.16	-0.28	0.97	
5031439G07Rik	ENSMUST00000047144.7	RIKEN cDNA 5031439G07 gene 	1398	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	-0.16	-0.30	0.98	2009, 2011
Pcyt1b	ENSMUST00000113933.3	phosphate cytidylyltransferase 1, choline, beta isoform 	45	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.16	-0.25	0.89	2007, 2009, 2011
Taok1	ENSMUST00000017435.5	TAO kinase 1 	1659	1	0	1	0	1*	0	0	0	0	mmu-let-7g-5p	-0.16	-0.16	0.38	2009, 2011
Scn5a	ENSMUST00000065196.7	sodium channel, voltage-gated, type V, alpha 	75	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.17	0.84	2005, 2007, 2009, 2011
Pdp2	ENSMUST00000059588.6	pyruvate dehyrogenase phosphatase catalytic subunit 2 	672	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.16	-0.32	0.75	2005, 2007, 2009, 2011
Nxt2	ENSMUST00000112916.3	nuclear transport factor 2-like export factor 2 	128	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	-0.16	-0.16	0.57	2005, 2007, 2009, 2011
Zbtb25	ENSMUST00000176102.2	zinc finger and BTB domain containing 25 	270	1	0	1	0	1	0	0	1	2	mmu-let-7b-5p	-0.16	-0.27	0.94	
Slc6a1	ENSMUST00000032454.5	solute carrier family 6 (neurotransmitter transporter, GABA), member 1 	7	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	-0.16	-0.16	< 0.1	2005, 2007, 2009, 2011
Mdm4	ENSMUST00000188090.1	transformed mouse 3T3 cell double minute 4 	440	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.43	0.94	2005, 2007
Mmp11	ENSMUST00000000924.7	matrix metallopeptidase 11 	64	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.17	ORF	2005, 2007, 2009, 2011
Slc16a9	ENSMUST00000046807.6	solute carrier family 16 (monocarboxylic acid transporters), member 9 	250	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.16	-0.25	0.92	2005, 2007, 2009, 2011
Zpld1	ENSMUST00000143914.2	zona pellucida like domain containing 1 	9	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.16	-0.51	0.94	2007
Pld5	ENSMUST00000065967.8	phospholipase D family, member 5 	82	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p	-0.16	-0.33	0.95	2009, 2011
Ino80d	ENSMUST00000097718.3	INO80 complex subunit D 	52	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.15	0.76	2007, 2009, 2011
Tmem167	ENSMUST00000161568.2	transmembrane protein 167 	3072	1	1	0	0	1	0	0	1	2	mmu-let-7d-5p	-0.15	-0.72	0.86	2009, 2011
Cacna1e	ENSMUST00000187541.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	8	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.15	0.86	2005, 2007, 2009, 2011
Igf1	ENSMUST00000105300.3	insulin-like growth factor 1 	5701	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.43	0.96	2009, 2011
Zfp280b	ENSMUST00000061617.6	zinc finger protein 280B 	104	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.15	-0.17	0.40	2009, 2011
Rps6ka3	ENSMUST00000033671.7	ribosomal protein S6 kinase polypeptide 3 	1770	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.15	-0.24	0.92	2005, 2007
Ghr	ENSMUST00000069451.5	growth hormone receptor 	753	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.15	-0.40	0.94	2005, 2007, 2009, 2011
Tob2	ENSMUST00000050467.7	transducer of ERBB2, 2 	2279	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.15	0.92	2005, 2007, 2009, 2011
Trib2	ENSMUST00000020922.7	tribbles homolog 2 (Drosophila) 	63	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.33	0.92	2005, 2007, 2009, 2011
Aen	ENSMUST00000107425.2	apoptosis enhancing nuclease 	91	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.15	< 0.1	2007, 2009, 2011
Slc38a9	ENSMUST00000052514.4	solute carrier family 38, member 9 	274	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.15	-0.33	0.83	2007, 2009, 2011
Adamts20	ENSMUST00000035342.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 	24	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.15	-0.24	0.93	2011
