Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Mapk8	ENSMUST00000111945.3	mitogen-activated protein kinase 8 	1259	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.22	0.61	2011
Htr6	ENSMUST00000105802.2	5-hydroxytryptamine (serotonin) receptor 6 	9	2	0	2	0	1	0	1	0	0	mmu-miR-29a-3p	-0.17	-0.43	0.96	
Mospd2	ENSMUST00000004715.1	motile sperm domain containing 2 	119	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.35	0.88	
Nras	ENSMUST00000029445.7	neuroblastoma ras oncogene 	1567	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.40	0.91	2009, 2011
Iffo2	ENSMUST00000174078.1	intermediate filament family orphan 2 	867	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.17	0.88	2009, 2011
Kcnc2	ENSMUST00000092175.2	potassium voltage gated channel, Shaw-related subfamily, member 2 	28	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.17	-0.17	0.82	2005, 2007, 2009, 2011
Rnf138	ENSMUST00000072847.6	ring finger protein 138 	436	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.31	0.65	2005, 2007, 2009, 2011
Aplnr	ENSMUST00000057019.8	apelin receptor 	264	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.18	< 0.1	2007, 2009, 2011
Ythdf3	ENSMUST00000108345.3	YTH domain family 3 	4194	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.25	0.35	2005, 2007, 2009, 2011
Ncoa4	ENSMUST00000163336.2	nuclear receptor coactivator 4 	165	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.17	0.87	2005, 2007, 2009, 2011
Camkk2	ENSMUST00000111668.3	calcium/calmodulin-dependent protein kinase kinase 2, beta 	701	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.18	0.91	2005, 2007, 2011
Prdm11	ENSMUST00000111274.2	PR domain containing 11 	40	1	1	0	0	2	0	2	0	1	mmu-miR-29a-3p	-0.17	-0.20	0.92	2005, 2007
Usp31	ENSMUST00000046929.6	ubiquitin specific peptidase 31 	327	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.17	-0.22	0.93	2007, 2011
Dip2b	ENSMUST00000100203.4	DIP2 disco-interacting protein 2 homolog B (Drosophila) 	1957	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.18	0.87	2007, 2011
Mast4	ENSMUST00000167058.2	microtubule associated serine/threonine kinase family member 4 	591	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.17	-0.17	0.79	2011
Camk4	ENSMUST00000042868.4	calcium/calmodulin-dependent protein kinase IV 	12	1	1	0	0	1	0	1	0	0	mmu-miR-29b-3p	-0.17	-0.38	0.91	2009, 2011
Tgfb2	ENSMUST00000045288.8	transforming growth factor, beta 2 	436	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.17	-0.46	0.89	2009, 2011
Il1rapl1	ENSMUST00000113966.2	interleukin 1 receptor accessory protein-like 1 	5	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.17	-0.17	0.51	
Ago1	ENSMUST00000097888.4	argonaute RISC catalytic subunit 1 	460	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.17	-0.18	0.68	2007, 2011
Megf6	ENSMUST00000030897.9	multiple EGF-like-domains 6 	119	1	1	0	0	0	0	0	0	2	mmu-miR-29b-3p	-0.17	-0.19	0.89	2007, 2011
Kpna1	ENSMUST00000004054.7	karyopherin (importin) alpha 1 	5043	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.17	-0.18	0.72	2007, 2009, 2011
Atp1b1	ENSMUST00000027863.7	ATPase, Na+/K+ transporting, beta 1 polypeptide 	27156	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.18	0.83	2005, 2007, 2009, 2011
Ercc6	ENSMUST00000066807.6	excision repair cross-complementing rodent repair deficiency, complementation group 6 	156	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.17	0.76	2009, 2011
Atp6v1a	ENSMUST00000114666.3	ATPase, H+ transporting, lysosomal V1 subunit A 	293	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.18	0.61	2005, 2007, 2009, 2011
Capn7	ENSMUST00000022451.8	calpain 7 	939	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.19	0.64	2005, 2007, 2009, 2011
Ddah2	ENSMUST00000174493.2	dimethylarginine dimethylaminohydrolase 2 	295	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.17	-0.22	< 0.1	2009
Creb5	ENSMUST00000047450.7	cAMP responsive element binding protein 5 	82	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.17	-0.17	0.77	2005, 2007, 2009, 2011
2210018M11Rik	ENSMUST00000038359.4	RIKEN cDNA 2210018M11 gene 	780	1	0	1	0	1	1	0	0	0	mmu-miR-29a-3p	-0.17	-0.33	0.89	2007
Syt2	ENSMUST00000121990.1	synaptotagmin II 	5	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.17	-0.17	0.67	
Uhrf1bp1l	ENSMUST00000020112.5	UHRF1 (ICBP90) binding protein 1-like 	1527	1	0	1	0	1	0	0	1	0	mmu-miR-29b-3p	-0.17	-0.33	0.86	2011
Zfp641	ENSMUST00000023722.6	zinc finger protein 641 	114	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.17	-0.17	0.60	2009, 2011
Dlgap1	ENSMUST00000133983.2	discs, large (Drosophila) homolog-associated protein 1 	8	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.20	0.63	2009, 2011
Tmem229b	ENSMUST00000070174.8	transmembrane protein 229B 	8	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.16	-0.16	0.77	2007, 2009, 2011
N4bp2	ENSMUST00000113738.2	NEDD4 binding protein 2 	342	1	0	1	0	1*	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.19	0.83	
Plod1	ENSMUST00000019199.8	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 	250	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.16	-0.20	0.63	2005, 2007, 2009, 2011
Ehd2	ENSMUST00000098799.3	EH-domain containing 2 	722	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.20	0.84	2005, 2007, 2009, 2011
Kdm2a	ENSMUST00000047898.8	lysine (K)-specific demethylase 2A 	185	1	0	1	0	1	0	1	0	1	mmu-miR-29b-3p	-0.16	-0.20	0.86	2007, 2009, 2011
Mlxip	ENSMUST00000068237.6	MLX interacting protein 	256	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.16	-0.17	0.84	2007, 2009, 2011
D430041D05Rik	ENSMUST00000089726.4	RIKEN cDNA D430041D05 gene 	37	1	0	0	1	1	0	0	1	0	mmu-miR-29b-3p	-0.16	-0.19	0.89	2009, 2011
C77370	ENSMUST00000118314.2	expressed sequence C77370 	9	2	2	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.16	-0.25	0.93	2009, 2011
Orai3	ENSMUST00000121504.1	ORAI calcium release-activated calcium modulator 3 	1468	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.16	-0.22	0.54	2009, 2011
Hnrnpul1	ENSMUST00000043765.8	heterogeneous nuclear ribonucleoprotein U-like 1 	6257	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.16	-0.16	0.41	2007, 2009, 2011
Ppp1r13b	ENSMUST00000054815.8	protein phosphatase 1, regulatory (inhibitor) subunit 13B 	130	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.16	0.85	2005, 2007, 2009, 2011
Tmem136	ENSMUST00000061833.4	transmembrane protein 136 	133	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.21	< 0.1	2009, 2011
Hcfc2	ENSMUST00000020478.8	host cell factor C2 	317	1	1	0	0	1	0	1	0	1	mmu-miR-29a-3p	-0.16	-0.34	< 0.1	
Zfp362	ENSMUST00000106072.3	zinc finger protein 362 	221	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.16	-0.22	0.60	2009, 2011
Csgalnact2	ENSMUST00000049344.9	chondroitin sulfate N-acetylgalactosaminyltransferase 2 	70	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.36	0.92	2007, 2009, 2011
Gmfb	ENSMUST00000111817.2	glia maturation factor, beta 	1574	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.31	0.81	2005, 2007, 2009, 2011
Ubtd2	ENSMUST00000051053.4	ubiquitin domain containing 2 	77	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.16	-0.38	0.88	2007, 2009, 2011
Cbx5	ENSMUST00000118152.2	chromobox 5 	1766	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.16	-0.28	0.86	2009, 2011
Prkra	ENSMUST00000002808.6	protein kinase, interferon inducible double stranded RNA dependent activator 	426	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.16	-0.32	0.68	2005, 2007, 2009, 2011
Nat8l	ENSMUST00000056355.8	N-acetyltransferase 8-like 	183	1	1	0	0	1	1	0	0	0	mmu-miR-29a-3p	-0.16	-0.25	< 0.1	2007, 2009, 2011
Ank3	ENSMUST00000182884.2	ankyrin 3, epithelial 	1269	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.16	-0.17	0.88	2005, 2007, 2009, 2011
Rab40c	ENSMUST00000167626.2	Rab40C, member RAS oncogene family 	39	2	1	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.15	0.78	2005, 2007, 2009, 2011
Rfx7	ENSMUST00000093820.4	regulatory factor X, 7 	269	1	1	0	0	2	0	1	1	1	mmu-miR-29a-3p	-0.15	-0.33	0.93	2007, 2009, 2011
Rmnd5a	ENSMUST00000002292.9	required for meiotic nuclear division 5 homolog A (S. cerevisiae) 	291	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.15	-0.32	0.12	2007, 2009, 2011
Ctnnd1	ENSMUST00000111696.2	catenin (cadherin associated protein), delta 1 	1459	1	0	1	0	1	0	1	0	5	mmu-miR-29a-3p	-0.15	-0.18	0.89	2005, 2007, 2009, 2011
Brd4	ENSMUST00000114475.3	bromodomain containing 4 	572	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.15	0.51	2007
Hook3	ENSMUST00000037182.8	hook homolog 3 (Drosophila) 	1176	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	-0.15	-0.18	0.92	2005, 2007, 2009, 2011
CTNND1	ENSMUST00000189772.1	Catenin delta-1  	1459	1	0	1	0	1	0	1	0	5	mmu-miR-29a-3p	-0.15	-0.18	0.89	
Ndrg4	ENSMUST00000073139.8	N-myc downstream regulated gene 4 	79	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.15	0.44	2005, 2007, 2009, 2011
Atrn	ENSMUST00000028781.8	attractin 	640	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.15	-0.17	0.71	2005, 2007, 2009, 2011
Fam124a	ENSMUST00000039064.7	family with sequence similarity 124, member A 	64	1	0	1	0	1	0	1	0	2	mmu-miR-29a-3p	-0.15	-0.18	0.67	
Thoc2	ENSMUST00000047037.9	THO complex 2 	657	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.15	0.34	2009, 2011
Diap2	ENSMUST00000113320.2	diaphanous homolog 2 (Drosophila) 	549	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.15	0.73	2005, 2007, 2011
Ago2	ENSMUST00000044113.10	argonaute RISC catalytic subunit 2 	1138	2	0	0	2	3*	0	0	2	1	mmu-miR-29a-3p	-0.15	-0.32	0.98	
Luzp1	ENSMUST00000105849.3	leucine zipper protein 1 	845	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.15	-0.15	0.69	2005, 2007, 2009, 2011
Jmy	ENSMUST00000065537.7	junction-mediating and regulatory protein 	482	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.33	0.88	2011
C030046E11Rik	ENSMUST00000043610.7	RIKEN cDNA C030046E11 gene 	417	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.15	-0.24	0.93	2009, 2011
Zfp652	ENSMUST00000107717.2	zinc finger protein 652 	474	1	0	1	0	0	0	0	0	3	mmu-miR-29a-3p	-0.15	-0.18	0.63	2009, 2011
Ski	ENSMUST00000084103.4	ski sarcoma viral oncogene homolog (avian) 	1989	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.15	0.77	2005, 2007, 2009, 2011
Pik3cb	ENSMUST00000035037.8	phosphatidylinositol 3-kinase, catalytic, beta polypeptide 	530	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.15	-0.20	0.93	2009, 2011
1110002E22Rik	ENSMUST00000163080.2	RIKEN cDNA 1110002E22 gene 	457	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.20	0.79	
Diablo	ENSMUST00000111587.4	diablo homolog (Drosophila) 	316	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.15	-0.18	0.34	2005, 2007, 2009, 2011
Syn3	ENSMUST00000120638.2	synapsin III 	99	2	1	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.25	0.97	2011
Mxi1	ENSMUST00000003870.8	Max interacting protein 1 	348	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.14	-0.19	0.93	2005, 2007, 2009, 2011
Reps2	ENSMUST00000112334.2	RALBP1 associated Eps domain containing protein 2 	136	1	0	0	1	1	0	1	0	0	mmu-miR-29b-3p	-0.14	-0.27	0.91	2007, 2009, 2011
Sidt2	ENSMUST00000038488.10	SID1 transmembrane family, member 2 	1715	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.14	0.64	2007, 2009, 2011
Appbp2	ENSMUST00000018625.9	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	1396	1	1	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.14	-0.17	0.58	2005, 2007
Pdp2	ENSMUST00000059588.6	pyruvate dehyrogenase phosphatase catalytic subunit 2 	672	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.14	-0.28	0.76	
Ubiad1	ENSMUST00000051633.2	UbiA prenyltransferase domain containing 1 	85	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.26	0.66	2009, 2011
Bicd1	ENSMUST00000086829.5	bicaudal D homolog 1 (Drosophila) 	134	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.17	0.87	2009, 2011
Zfyve26	ENSMUST00000021547.6	zinc finger, FYVE domain containing 26 	42	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.14	-0.17	0.87	2005, 2007, 2009, 2011
Abcc3	ENSMUST00000178136.2	ATP-binding cassette, sub-family C (CFTR/MRP), member 3 	321	1	1	0	0	1	0	1	0	1	mmu-miR-29a-3p	-0.14	-0.23	0.70	2005, 2007, 2009, 2011
Prickle2	ENSMUST00000032093.6	prickle homolog 2 (Drosophila) 	175	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.14	0.87	2005, 2007, 2009, 2011
Grm4	ENSMUST00000118161.1	glutamate receptor, metabotropic 4 	11	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.14	0.47	2005, 2007
Rest	ENSMUST00000080359.6	RE1-silencing transcription factor 	21	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.30	0.80	2011
Gcc2	ENSMUST00000057659.8	GRIP and coiled-coil domain containing 2 	321	1	0	1	0	1	0	0	1	2	mmu-miR-29b-3p	-0.14	-0.18	0.74	2005, 2009, 2011
Bcorl1	ENSMUST00000136348.2	BCL6 co-repressor-like 1 	306	2	0	1	1	0	0	0	0	1	mmu-miR-29b-3p	-0.14	-0.28	0.99	2005, 2007
Oxct1	ENSMUST00000110690.3	3-oxoacid CoA transferase 1 	14143	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.14	-0.21	0.57	2005, 2007, 2009, 2011
Phf21a	ENSMUST00000044036.9	PHD finger protein 21A 	306	1	0	1	0	0	0	0	0	3	mmu-miR-29b-3p	-0.14	-0.86	0.73	2009, 2011
Pdik1l	ENSMUST00000105877.3	PDLIM1 interacting kinase 1 like 	117	1	1	0	0	1	0	1	0	2	mmu-miR-29a-3p	-0.14	-0.50	0.87	2005, 2007, 2009, 2011
Pde3a	ENSMUST00000043259.8	phosphodiesterase 3A, cGMP inhibited 	654	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.14	-0.27	0.57	
Rps6ka3	ENSMUST00000033671.7	ribosomal protein S6 kinase polypeptide 3 	1770	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.14	-0.22	0.49	2005, 2007
Fbxo42	ENSMUST00000030757.9	F-box protein 42 	936	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.14	-0.17	0.66	2009, 2011
Ppp2ca	ENSMUST00000020608.2	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform 	12540	1	0	1	0	1	1	0	0	1	mmu-miR-29a-3p	-0.13	-1.48	0.88	2005, 2007, 2009, 2011
Cpeb3	ENSMUST00000079754.5	cytoplasmic polyadenylation element binding protein 3 	708	1	0	1	0	1	0	1	0	2	mmu-miR-29a-3p	-0.13	-0.16	0.81	2005, 2007, 2009, 2011
Nol4l	ENSMUST00000035346.8	nucleolar protein 4-like 	84	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.13	-0.38	0.80	2009, 2011
Fam136a	ENSMUST00000071492.7	family with sequence similarity 136, member A 	139	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.13	-0.52	0.82	2007, 2009, 2011
Tspan9	ENSMUST00000112173.2	tetraspanin 9 	534	1	0	0	1	1	0	1	0	0	mmu-miR-29a-3p	-0.13	-0.23	0.92	2005, 2007, 2009, 2011
Faxc	ENSMUST00000029908.7	failed axon connections homolog (Drosophila) 	133	1	0	0	1	0	0	0	0	1	mmu-miR-29b-3p	-0.13	-0.15	0.88	2009, 2011
Scml2	ENSMUST00000112345.2	sex comb on midleg-like 2 (Drosophila) 	44	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.13	-0.31	0.45	2005, 2007, 2009, 2011
Mxd1	ENSMUST00000001184.7	MAX dimerization protein 1 	98	2	0	2	0	1	0	1	0	0	mmu-miR-29b-3p	-0.13	-1.33	0.96	2007, 2009, 2011
Hapln1	ENSMUST00000022108.7	hyaluronan and proteoglycan link protein 1 	31	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.13	-0.19	0.54	2009, 2011
Rab6b	ENSMUST00000035155.7	RAB6B, member RAS oncogene family 	192	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.13	-0.16	0.85	2005, 2007, 2009, 2011
Srgap2	ENSMUST00000097588.3	SLIT-ROBO Rho GTPase activating protein 2 	856	1	0	1	0	2	0	2	0	0	mmu-miR-29a-3p	-0.13	-0.15	0.42	2007, 2009, 2011
Klhl25	ENSMUST00000092073.6	kelch-like 25 	24	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.13	-0.15	0.47	2007, 2009, 2011
5430427O19Rik	ENSMUST00000113976.1	RIKEN cDNA 5430427O19 gene 	38	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.13	-0.95	< 0.1	2011
Zic5	ENSMUST00000039118.6	zinc finger protein of the cerebellum 5 	259	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.13	-0.14	0.75	2007
Enah	ENSMUST00000078719.7	enabled homolog (Drosophila) 	2081	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.13	-0.16	0.89	2007
Adam23	ENSMUST00000087374.4	a disintegrin and metallopeptidase domain 23 	451	1	0	0	1	0	0	0	0	1	mmu-miR-29b-3p	-0.13	-0.18	0.86	2009, 2011
Slitrk4	ENSMUST00000069926.8	SLIT and NTRK-like family, member 4 	18	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.13	-0.13	0.44	
Lgi2	ENSMUST00000039750.5	leucine-rich repeat LGI family, member 2 	122	1	0	1	0	1	1	0	0	1	mmu-miR-29a-3p	-0.13	-0.14	0.46	2005, 2007
Tmem127	ENSMUST00000035871.9	transmembrane protein 127 	656	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.13	-0.14	0.86	2007, 2009, 2011
Zbtb20	ENSMUST00000114694.3	zinc finger and BTB domain containing 20 	293	1	0	1	0	3	1	2	0	4	mmu-miR-29a-3p	-0.13	-0.15	0.84	
Bcl11b	ENSMUST00000066060.5	B cell leukemia/lymphoma 11B 	29	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.13	-0.27	0.83	2005, 2007, 2009, 2011
Nfatc3	ENSMUST00000109308.1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 	217	1	0	1	0	1	0	1	0	3	mmu-miR-29b-3p	-0.13	-0.20	0.76	2009, 2011
Ttc9	ENSMUST00000036116.5	tetratricopeptide repeat domain 9 	109	1	0	1	0	1	0	0	1	1	mmu-miR-29a-3p	-0.13	-0.68	0.66	
Tmtc3	ENSMUST00000058154.9	transmembrane and tetratricopeptide repeat containing 3 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.12	-0.12	0.86	2007, 2009, 2011
Tmem255a	ENSMUST00000089054.5	transmembrane protein 255A 	9	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.12	-0.12	0.61	2007, 2009, 2011
Sdk1	ENSMUST00000085774.5	sidekick homolog 1 (chicken) 	30	1	0	0	1	1	0	1	0	0	mmu-miR-29a-3p	-0.12	-0.74	0.90	2007, 2009, 2011
Peak1	ENSMUST00000188142.1	pseudopodium-enriched atypical kinase 1 	241	1	0	0	1	2	0	1	1	1	mmu-miR-29a-3p	-0.12	-0.23	0.83	2009, 2011
Cdc42bpa	ENSMUST00000111117.2	CDC42 binding protein kinase alpha 	1168	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.12	-0.15	0.84	2007, 2011
Pura	ENSMUST00000051301.3	purine rich element binding protein A 	652	1	1	0	0	1	0	0	1	1	mmu-miR-29a-3p	-0.12	-0.19	0.83	2007
Larp4	ENSMUST00000057632.9	La ribonucleoprotein domain family, member 4 	11	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.12	-0.27	0.93	2005, 2007, 2009, 2011
Cdk6	ENSMUST00000165117.2	cyclin-dependent kinase 6 	1100	3	0	2	1	3*	0	1	1	6	mmu-miR-29b-3p	-0.12	-1.02	> 0.99	2005, 2007
Glis3	ENSMUST00000162022.2	GLIS family zinc finger 3 	235	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.12	-0.12	0.72	2007
Trim71	ENSMUST00000111816.2	tripartite motif-containing 71 	123	1	1	0	0	1	0	1	0	3	mmu-miR-29a-3p	-0.12	-0.17	< 0.1	
Dcaf7	ENSMUST00000058438.8	DDB1 and CUL4 associated factor 7 	2608	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.12	-0.13	0.82	2007, 2009, 2011
Ostc	ENSMUST00000043937.7	oligosaccharyltransferase complex subunit 	173	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.12	-0.37	0.56	2007, 2009, 2011
Plxna1	ENSMUST00000163139.2	plexin A1 	558	1	0	0	1	0	0	0	0	1	mmu-miR-29b-3p	-0.11	-0.12	0.74	2005, 2007, 2011
Dennd5b	ENSMUST00000111557.2	DENN/MADD domain containing 5B 	493	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.11	-0.12	0.67	2007, 2009, 2011
Klhl42	ENSMUST00000036003.7	kelch-like 42 	477	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.11	-0.15	0.47	2007, 2009, 2011
Zhx3	ENSMUST00000103111.3	zinc fingers and homeoboxes 3 	562	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.11	-0.16	0.91	2007
Zer1	ENSMUST00000044751.9	zyg-11 related, cell cycle regulator 	55	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.11	-0.11	0.71	2007, 2009, 2011
Gabpb2	ENSMUST00000107209.2	GA repeat binding protein, beta 2 	107	1	0	0	1	4	0	4	0	0	mmu-miR-29b-3p	-0.11	-0.18	0.94	2009, 2011
Morc2a	ENSMUST00000096441.3	microrchidia 2A 	726	1	1	0	0	1	0	0	1	2	mmu-miR-29a-3p	-0.11	-0.24	< 0.1	2009, 2011
Sbf2	ENSMUST00000164759.2	SET binding factor 2 	168	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.11	-0.11	0.47	2005, 2007, 2011
Ubtf	ENSMUST00000174302.2	upstream binding transcription factor, RNA polymerase I 	2923	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.11	-0.33	0.59	2007, 2009, 2011
Lamc1	ENSMUST00000027752.9	laminin, gamma 1 	609	1	1	0	0	1	0	0	1	0	mmu-miR-29b-3p	-0.11	-0.28	< 0.1	2005, 2007, 2009, 2011
Homer1	ENSMUST00000079086.6	homer homolog 1 (Drosophila) 	959	1	0	0	1	2	0	2	0	2	mmu-miR-29b-3p	-0.11	-0.30	0.78	
B230219D22Rik	ENSMUST00000057844.8	RIKEN cDNA B230219D22 gene 	3545	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.10	-0.10	0.74	2009, 2011
Irs1	ENSMUST00000069799.2	insulin receptor substrate 1 	229	1	0	0	1	1	1	0	0	0	mmu-miR-29a-3p	-0.10	-0.13	0.62	2009, 2011
Npas4	ENSMUST00000056129.7	neuronal PAS domain protein 4 	6	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.10	-0.10	0.39	2007, 2009, 2011
Rab14	ENSMUST00000113025.1	RAB14, member RAS oncogene family 	6563	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.10	-0.12	0.33	2007, 2009, 2011
Lsm11	ENSMUST00000129820.2	U7 snRNP-specific Sm-like protein LSM11 	369	3	1	1	1	1	0	1	0	3	mmu-miR-29b-3p	-0.10	-0.52	> 0.99	2005, 2007, 2009, 2011
Xirp2	ENSMUST00000112347.2	xin actin-binding repeat containing 2 	5357	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.10	-0.10	ORF	
Dab2ip	ENSMUST00000112987.2	disabled 2 interacting protein 	31	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.10	-0.10	0.84	2005, 2007, 2009, 2011
Nufip2	ENSMUST00000100802.5	nuclear fragile X mental retardation protein interacting protein 2 	1959	1	0	0	1	1	0	1	0	1	mmu-miR-29a-3p	-0.10	-0.29	0.82	2009, 2011
